TeamNames,Year,Seed,Sweet Sixteen,Placement,ADJOE,ADJDE,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab,AdjEM-KP,AdjO-KP,AdjD-KP,AdjT-KP,Luck-KP,AdjEM-SOS-KP,AdjO-SOS-KP,AdjD-SOS-KP,AdjEM-NCSOS-KP
Winthrop,2009,17,0,NoTourney,90.6,101,44.6,48.8,20.6,20,32.3,33.6,26.4,37.7,45.5,47.1,28.2,34.3,63.4,-14,-10.61,92,102.6,61.7,0.033,-3.11,102.4,105.5,7.54
Eastern Illinois,2009,17,0,NoTourney,94.5,105.3,48.8,50.5,20.5,19,31.5,31.9,32.7,33.6,47,47.3,35.8,36.8,63.2,-14.3,-9.29,97.5,106.8,61.6,-0.01,-3.9,102.9,106.8,-2.55
Hampton,2009,17,0,NoTourney,84,93.8,41.9,44.7,25.4,26.3,36.1,36.2,37.6,35.4,43.2,43.8,26.4,30.9,65.2,-12.4,-9.99,86.3,96.3,63.5,0.029,-8.77,97,105.7,-1.64
Quinnipiac,2009,17,0,NoTourney,95.2,106.6,47.1,49.5,21.8,20.5,40.9,31,36.9,36.8,46.9,46.8,31.7,37.2,65.8,-13.3,-10.81,97.2,108,64.6,0.027,-9.85,98.1,107.9,-9.86
New Orleans,2009,17,0,NoTourney,90.6,101.6,47.1,50.1,22.7,21.9,29.3,33.2,40.8,34.4,48,49.2,29.4,34.7,66.7,-14.1,-11.32,91.8,103.1,65.4,0.068,-4.3,101.4,105.7,-4.56
Florida Atlantic,2009,17,0,NoTourney,99.6,111.6,46.3,50.5,18.7,16.7,32.2,35.4,33,38.2,45.2,50.6,32.5,33.4,65.6,-19.3,-11.58,101.5,113.1,64.1,-0.075,-1,102.7,103.7,2.45
UMKC,2009,17,0,NoTourney,97.2,109.2,45.8,52.7,19.4,19.1,31.7,32.2,34.9,46.1,45.7,54.1,30.6,33.1,67.7,-16.8,-10.9,99.4,110.4,65.5,-0.003,-0.14,104,104.2,2.12
USC Upstate,2009,17,0,NoTourney,91.4,102.8,45.5,48.4,23.8,19.4,32.1,35.7,32.9,32.8,44.7,44.4,31.6,37.5,64.3,-14.9,-11.44,93.4,104.8,62.6,-0.029,-2.03,102.1,104.1,7.64
Pepperdine,2009,17,0,NoTourney,91,102.7,42.7,51.9,23.2,19.7,33,33.5,27.5,37.2,41.3,51.6,30.7,35,68.6,-14.9,-13.04,92.7,105.7,66.5,0.04,2.36,104.2,101.9,3.17
Northern Illinois,2009,17,0,NoTourney,93.5,105.7,47.7,50.4,23.3,22.5,34.4,33.5,40.2,43.2,45.9,47.9,34.4,37.2,70,-16.6,-12.27,94.6,106.9,68.9,-0.049,-6.05,99,105.1,-7.5
Elon,2009,17,0,NoTourney,94.1,106.4,48.4,52.5,20.7,19.7,28.2,32.9,33.3,36.8,46.6,52.6,34.9,34.9,65.2,-14.8,-12.5,94.9,107.4,63.9,0.027,-3.7,103,106.7,6.18
Army,2009,17,0,NoTourney,86.3,97.6,46.7,48.4,23.4,27,24.8,34,29.2,38.4,45.2,46.9,33.7,33.8,64.5,-16,-12.46,88.3,100.7,62.8,-0.033,-8.81,97.2,106,-9.41
Coastal Carolina,2009,17,0,NoTourney,94.3,107,49.5,50.3,23.7,20.5,34.8,34.7,31.4,34.4,49.5,49.1,33,34.6,67.3,-15.6,-11.55,96.1,107.6,66.2,-0.049,-5.77,100.2,106,-1.58
Louisiana Monroe,2009,17,0,NoTourney,95.2,108,44.8,51.6,22.6,19.3,33.2,33.7,40.2,39.4,42.5,49.7,33.2,37.8,68.6,-15.3,-12.94,97.1,110.1,67.3,0.056,-2.54,100.5,103,0.72
Maine,2009,17,0,NoTourney,96.5,109.5,47.5,50,22.5,19.2,31.3,37.1,39.8,31.6,46.4,51.6,33.2,31.4,66.2,-16.3,-13.17,97.6,110.8,64.3,-0.022,-5.11,99.8,104.9,-4.12
Central Connecticut,2009,17,0,NoTourney,95.8,109.1,48.7,51.4,22,20.3,34.2,35.6,32.9,27.1,49.1,51.8,31.6,33.8,65,-12.8,-11.95,97.7,109.7,63.6,0.033,-7.7,99.5,107.2,-3.03
Bucknell,2009,17,0,NoTourney,92.1,105.1,44.4,46.5,20,16.4,27.4,29.8,29.9,40.3,40.6,46.3,34.3,31.2,68.8,-18,-13.02,93.4,106.4,67.3,-0.029,-4.02,99.1,103.2,0.09
Prairie View A&M,2009,17,0,NoTourney,92.5,105.8,45.9,49.8,21.2,22.4,34.1,34.7,39,39.9,45.5,48.4,31.2,35.3,68.8,-11.4,-11.72,94.4,106.1,67,0.013,-9.82,97.4,107.3,10.94
Western Illinois,2009,17,0,NoTourney,95.3,109.2,48.8,52.8,21.5,19.9,29.3,33.7,30.2,42.8,44.3,50.5,40.2,38.7,60.2,-15.1,-13.2,97.4,110.6,58.5,0.021,-3.24,102.5,105.7,-7.29
Florida Gulf Coast,2009,17,0,NoTourney,91,104.3,45.6,49.3,24.8,21.7,31.1,35.6,43.5,40.7,43.3,49.5,33.7,32.7,70.5,-14.4,-13.17,92.3,105.5,69.2,0.026,-4.75,100.5,105.2,-0.28
St. Francis NY,2009,17,0,NoTourney,93.5,107.2,49.6,49.1,23.1,20.7,29,35.9,33.6,44.5,45.6,47.8,36.4,34.8,68,-16,-13.74,96,109.7,66.2,0.021,-6.75,98.7,105.5,-1.83
UNC Wilmington,2009,17,0,NoTourney,97.5,111.8,48.3,57.3,19.2,19.5,26.2,33,29.4,32,47.1,58.7,33.4,36.5,72.5,-18,-14.59,99.1,113.7,70.6,0.03,0.63,103.2,102.6,-0.08
Toledo,2009,17,0,NoTourney,91,104.3,46.5,49.5,26.2,21,32.2,36.4,33.8,35.6,47.4,48.3,29.5,34.5,66.3,-18.5,-13.31,92.6,105.9,64.9,0.01,0.34,102.1,101.7,5.74
Bethune Cookman,2009,17,0,NoTourney,86.6,99.4,43.2,47.8,22.6,23.9,35.4,29,38.4,47.9,43.7,47.7,28,32,61.6,-12.7,-11.76,89.5,101.3,59.8,0.012,-10.45,96.1,106.6,-2.18
Norfolk St.,2009,17,0,NoTourney,95.2,109.7,47.7,49.9,22.2,23.1,34.3,36.5,37.5,43.2,46.9,48.7,33.3,35,71.8,-14.8,-13.91,97.5,111.4,70,0.012,-10.67,95.2,105.9,-4.47
Brown,2009,17,0,NoTourney,92.9,107.1,48.4,51.5,22.2,16.1,25.9,27.5,37.9,25,48.9,48.2,31.7,38.8,65.8,-14.7,-13.78,95.3,109.1,64.2,-0.015,-5.86,98.7,104.6,-2.29
North Carolina A&T,2009,17,0,NoTourney,89.7,103.6,47.5,48.1,25.7,23.7,34.2,36.6,31,33.8,45.7,50.1,33.9,29.9,71,-12,-13.45,91.5,105,69.7,0.054,-9.55,96.1,105.6,0.71
Eastern Michigan,2009,17,0,NoTourney,88.5,102.4,43.8,50.6,25,21.1,32.7,32.5,34.7,33.1,43.3,48.9,29.9,36.3,63.6,-18.1,-14.97,90.2,105.1,61.2,0.001,-1.7,100.6,102.3,3.45
Dartmouth,2009,17,0,NoTourney,92.4,107,45,50.4,21,21,30.1,32.8,31.3,42.9,42.9,47.9,33.6,38.6,66.4,-15.5,-16.08,92.8,108.8,64.5,0.022,-7.93,97.5,105.4,-7.42
High Point,2009,17,0,NoTourney,89.9,104.2,46.1,49.5,24.3,20.4,35.9,33.9,27.4,35.2,46.5,48.7,30.1,33.8,65.4,-17.2,-14.72,91,105.7,63.5,-0.027,-5.92,100.6,106.5,-2.21
Arkansas Pine Bluff,2009,17,0,NoTourney,87,100.9,43.6,48,27.1,23.5,37,34.6,36.7,52.3,43.8,47.1,28.8,33.4,70.5,-11.2,-13.77,88,101.7,69.7,0.082,-6.85,98.5,105.4,15.6
Georgia Southern,2009,17,0,NoTourney,96,111.5,48.9,54.2,20.8,19.7,31.5,37,30,42.7,47.6,52.4,34.1,38.4,70.6,-16.5,-14.75,98,112.7,68.9,-0.016,-3.06,103.1,106.1,9.54
Charleston Southern,2009,17,0,NoTourney,95.5,111.4,47.8,52,19.8,16.2,32.4,29.2,26.7,33.5,47.7,51.6,32.1,35.2,66.1,-16.4,-15.63,96.5,112.1,65,-0.005,-5.47,100.1,105.5,1.08
Savannah St.,2009,17,0,NoTourney,85.1,99.6,43.5,49.6,26.2,25.6,31.5,32.2,34.3,44.8,42,49.8,31.9,32.7,65.4,-8.3,-15.76,86,101.8,63.4,0.122,-6.14,99.7,105.8,-0.9
Colgate,2009,17,0,NoTourney,89.2,104.6,45.3,46.4,23.3,19,28.1,35.1,37.9,34.4,44.2,45.8,31.7,31.8,62.1,-15.9,-15.1,90.7,105.8,60.9,0.006,-7.14,98,105.2,-7.13
Hartford,2009,17,0,NoTourney,89.5,105.5,47,52.6,21.1,21.7,24.1,33,28.2,45.2,47.4,51,31,36.6,65.2,-19.3,-15.94,92.1,108,63.4,-0.019,-2.62,101.5,104.2,1.31
SIU Edwardsville,2009,17,0,NoTourney,85.9,101.3,45,51.3,23.5,19.5,19.7,36,29.9,41.4,43.1,50.1,32.5,36.8,73.1,-7.6,-13.72,91.2,104.9,69.5,0.028,4.45,105.9,101.4,4.45
Loyola Marymount,2009,17,0,NoTourney,88.8,105,39.9,54.3,22.2,21.6,31.3,37.6,34.2,34.2,38.6,51.1,28.4,39.5,65.9,-19,-18.69,89.2,107.9,64.2,0.005,2.45,104.6,102.2,2.45
Longwood,2009,17,0,NoTourney,95.3,112.7,47.5,52.3,19.2,26.1,29.2,39.5,32.1,44.8,47.3,54.1,31.9,31.5,75.5,-10,-15.67,96.8,112.4,73.8,0.089,-12.4,95.2,107.6,-5.99
Lafayette,2009,17,0,NoTourney,93.1,110.4,47.4,52.7,24.1,22.3,29.5,34.2,34.2,37.4,47.5,52.4,31.5,35.4,70.5,-18.4,-17.09,95.1,112.2,68.4,0.032,-6.61,97.6,104.2,-6.17
Delaware St.,2009,17,0,NoTourney,94.9,112.8,48.1,50.8,24.9,20.3,33.8,39.3,26.8,37.5,46.3,49.5,34.3,35.7,60,-16.2,-16.53,97.1,113.6,58.2,-0.056,-4.66,98.4,103.1,11.78
Fordham,2009,17,0,NoTourney,91.9,109.3,43.1,55.2,18.3,21.4,27.3,38.8,30.9,41.2,42.4,52.9,29.7,39.8,68.3,-18,-18.68,93.2,111.9,66.7,-0.014,1.76,103.4,101.6,-5.05
Central Arkansas,2009,17,0,NoTourney,92.7,110.4,42.9,51.2,21.1,18.2,30.2,35.7,43.8,38.3,41.1,51,31.3,34.5,65.8,-14.9,-17.11,94.3,111.4,64.6,0.027,-2.87,100.4,103.2,-1.63
Northwestern St.,2009,17,0,NoTourney,90.1,107.4,43.3,52.5,24.9,21.8,37.4,35,37.8,46.4,43.8,50.7,28,37.5,75.6,-15,-16.18,91.8,108,74.8,0.062,-2.93,100.6,103.6,-2.17
UNC Greensboro,2009,17,0,NoTourney,92.5,111.1,44.7,51.3,22.4,18.2,35.2,38.7,36.5,34.8,43.8,51.5,31.1,34,66.2,-20.3,-18.85,93.5,112.3,64.9,-0.028,-3.24,102.7,106,4.24
Furman,2009,17,0,NoTourney,90.2,108.5,45.3,53.7,21.6,19.6,29.6,34.7,34,44.5,44.7,52.4,31,37.4,64.5,-19.1,-19.21,91.3,110.5,63.8,-0.026,-3.91,102.8,106.7,4.26
Houston Baptist,2009,17,0,NoTourney,92.9,112,46.9,55,21.7,19.5,28.4,36.9,32.4,39.7,45.9,55.3,32.3,36.2,71.9,-17.8,-18.16,95.9,114.1,70.3,-0.051,0.44,103.5,103,3.77
St. Francis PA,2009,17,0,NoTourney,92.9,112.3,48.4,53.4,24.7,19.8,31.3,33,34.7,38.5,48.2,52.5,32.5,36.7,63.7,-19,-19.29,94.4,113.7,62.3,-0.016,-6.05,99.7,105.8,1.09
Texas Southern,2009,17,0,NoTourney,91.5,110.7,49.3,52,25.5,22.1,32,37.5,40,51.2,49.7,51,32.2,36.3,68,-18.5,-18.64,93.2,111.9,66.8,-0.031,-6.75,98.8,105.5,11.48
Monmouth,2009,17,0,NoTourney,91.9,111.4,47,51.3,22.7,19.6,30.4,34.3,33.3,36.7,45.1,50.2,33.5,35.5,65.6,-18.8,-19.1,93.9,113,64,-0.006,-7.88,98.5,106.4,-5.01
Howard,2009,17,0,NoTourney,90.2,109.6,47.2,50.6,23.8,20.3,27,36.7,40.8,34,47,49.5,31.8,35.4,66.9,-18.9,-19.82,90.9,110.8,65.4,0,-8.45,96.9,105.4,-1.59
Mississippi Valley St.,2009,17,0,NoTourney,91.5,111.3,43.6,54.7,21.8,22.2,33,33.8,32.2,52.2,41.1,55.7,32.4,35.2,68.6,-18.3,-18.88,94,112.9,66.3,-0.048,-6.4,98.6,105,11.74
Southern,2009,17,0,NoTourney,89.7,110.1,45.6,50.7,25.1,19.3,35.9,30.7,37.9,32,44.2,50.8,32.5,33.6,66.5,-18.1,-19.91,91.2,111.2,64.8,-0.039,-11.51,96,107.5,-0.1
North Florida,2009,17,0,NoTourney,87.3,107.1,44.2,50.3,23.4,20.3,28.3,36.3,32.8,47,42.2,47.2,33.1,37.4,64.2,-17,-20.03,89.3,109.4,62.1,0.015,-4.27,100.5,104.8,-0.46
Southeast Missouri St.,2009,17,0,NoTourney,93.9,115.5,47,52.8,21.6,16.3,28.9,37.3,36.5,34.3,46.6,51.7,32,36.6,71.2,-22.1,-21.81,95,116.8,69.7,-0.017,-3.1,102.8,105.9,-1.74
Bryant,2009,17,0,NoTourney,92.3,113.7,46.3,53.2,21.5,20.7,27.1,36.4,30.8,35.5,44,50.6,32.9,38.2,62.5,-15.8,-20.61,94,114.6,61,0.027,-6.04,98.5,104.5,-4.14
Florida A&M,2009,17,0,NoTourney,88.5,108.9,44.9,51.1,20.3,22.5,26.1,38.4,32.7,39.1,42.9,50.7,32.1,34.7,68.1,-15.5,-19.87,90.7,110.5,66.2,0.083,-6.76,97.9,104.6,5
Fairleigh Dickinson,2009,17,0,NoTourney,89.6,111.7,45.6,53,24.4,20.7,32.2,39,42.4,31.9,46.9,52,28.1,37,69.8,-18.1,-21.55,91.4,112.9,67.8,0.041,-6.23,99.9,106.1,2.32
Alabama A&M,2009,17,0,NoTourney,85.3,106.8,42.8,49.6,22.4,25.3,31.2,38.4,39.5,42,43.9,49.5,26.8,33.2,70.4,-14.1,-20.67,86,106.7,70.2,-0.012,-12.18,96.1,108.3,9.37
Kennesaw St.,2009,17,0,NoTourney,87.1,110.5,43.8,52.8,22.1,23.3,33.4,39.9,23,41.7,41.8,52.2,31.4,36.2,63.6,-18.8,-23.44,89.6,113,61.6,0.007,-7.19,98.3,105.5,-12.22
Sacramento St.,2009,17,0,NoTourney,88.2,112.4,45.4,55.6,22.8,18.5,26.4,34.8,35.4,35.7,41.7,54.4,36.1,38.6,64.8,-22.1,-24.88,89.6,114.5,63.6,0.017,-1.65,103.1,104.8,0.09
Winston Salem St.,2009,17,0,NoTourney,82.8,106.6,42.4,51.2,25.3,24.4,31.3,35.3,34.3,43.4,42.5,51.3,28.2,33.9,68.4,-18.1,-23.92,83.9,107.8,67.3,0.011,-9.64,96,105.7,-8.08
Alcorn St.,2009,17,0,NoTourney,89.4,116.5,44.8,53.5,19.7,20,25,39.6,36.1,37.5,42.2,54.5,33.7,34.2,74.6,-20.3,-26.4,92.1,118.5,72.4,-0.05,-10.26,96.5,106.7,2.94
Grambling St.,2009,17,0,NoTourney,88,116,45.9,52.9,23.1,19.1,29.1,35.3,33.1,36,44.6,52.1,32.3,36.3,64.1,-19.1,-27.1,89.8,116.9,61.8,-0.015,-10,96.6,106.6,4.77
Maryland Eastern Shore,2009,17,0,NoTourney,87.8,117.1,42.1,50.6,25.2,20.5,39.1,37.3,44,39.9,40,49.6,31,35.1,64.7,-19.8,-27.77,89.2,116.9,63.5,0.06,-12.24,93.7,105.9,-9.51
North Carolina Central,2009,17,0,NoTourney,84.1,112.7,42,55.8,24.2,23.1,27.8,40.6,30.8,41.2,40.5,57.8,30.2,34.2,70.6,-19.2,-28.86,85.6,114.5,69,-0.015,-4.55,100,104.5,5.9
NJIT,2009,17,0,NoTourney,72.2,105.3,38.5,49.1,27.4,21.6,29.3,33,30.6,45,39.3,45.2,24.8,37.7,66.2,-26.6,-35.2,71.5,106.7,64.6,-0.028,-10.64,97.6,108.3,-7.98
Duke,2010,1,1,CHAMPS,120.8,87.8,50.5,43.7,16.5,21.3,40.7,32.3,37.9,34.1,46.9,44.1,38.5,28.3,66.3,8.4,33.29,121,87.7,64.7,0.009,11.53,107.9,96.4,2.5
Kansas,2010,1,0,R32,120,89.6,55.1,43.2,18.7,20,38.4,31.7,41.3,31.4,52.7,40.1,40.4,33.1,68.5,11.7,31.85,120.4,88.5,67.2,0.038,9.53,108.2,98.7,1.13
Syracuse,2010,1,1,Sweet Sixteen,117.5,90,57.6,45.9,21.4,22,37.1,34.3,36.9,25.6,57.1,46.2,39.1,30.2,71,7.5,27.62,118.5,90.9,68.7,-0.008,8.62,108.5,99.8,-2.96
Kentucky,2010,1,1,Elite Eight,114.5,87.7,53,43.1,20.3,19.7,40.9,31.8,43.6,29.7,54.5,41.1,33.1,31.3,69.6,8.6,26.54,114.9,88.3,68.3,0.06,7.06,106.5,99.5,-1.28
Ohio St.,2010,2,1,Sweet Sixteen,117,91.3,56.1,47.1,17.5,21.8,29.5,29.4,35.8,26.4,54.8,45.1,39,33.7,66,5.7,24.99,117.5,92.5,64.6,0.007,7.88,106.3,98.4,-2.92
Kansas St.,2010,2,1,Elite Eight,115.9,90.5,50.6,46.8,19.9,23.5,40.6,34,50.3,47.3,49,45.2,36.1,33.7,70.5,6.8,25.52,116.1,90.6,69.4,-0.008,11.99,109.5,97.5,2.37
West Virginia,2010,2,1,Final Four,116.6,91.4,48.9,46.9,18.3,20.6,42,32.1,39.6,39.1,48,46.1,33.7,32.4,63.6,8,25.54,117.2,91.7,62.6,0.057,12.58,110,97.5,5.45
Baylor,2010,3,1,Elite Eight,119.4,93.8,54.4,44.5,20.3,17.8,38.2,33.2,36.1,34.2,53,41.3,38.1,33.7,65.6,5.6,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79
Wisconsin,2010,4,0,R32,115.1,90.7,51.4,46.8,14.5,19.9,30.2,26.4,32.5,36,50,45.1,35.7,34.3,60.4,3.9,23.56,115.2,91.6,59.2,-0.013,8.69,107.9,99.2,1.01
Purdue,2010,4,1,Sweet Sixteen,108.3,86.3,49.1,44.8,16.3,23.4,29.4,31.8,38.6,36.8,49.7,41.6,31.8,35.4,67.5,6.6,22.05,109.8,87.7,66.2,0.07,8.81,107.8,99,-1.26
BYU,2010,7,0,R32,116.6,93.2,54.9,46.6,15.9,22,30.8,28.1,38.9,36.4,51.3,44.6,41.4,33.8,71.8,4,23.27,117.3,94,71.1,0.012,3.88,104.9,101,-0.03
Texas A&M,2010,5,0,R32,111.3,89.7,49.6,46.7,18.4,20.6,33.5,29.7,48.4,35.4,49,44.9,33.8,33.6,66.1,4.4,21.33,112.6,91.2,64.3,-0.005,11.51,109.4,97.9,0.15
California,2010,8,0,R32,119.4,96.5,53.3,48.3,17.7,18.7,34.7,31.1,35.4,33.3,52,48.8,37.4,31.6,68.3,1.7,22.15,119.6,97.4,67.1,-0.043,9.03,106.5,97.5,8.46
Butler,2010,5,1,Finals,108.7,88.2,51,46.6,18.7,21.6,30.4,27.4,46.9,34.6,50.9,46.1,34.2,31.7,64.4,4.5,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11
Maryland,2010,4,0,R32,117.3,95.3,51.8,45,16.3,21.3,35.3,36.8,33.9,29.6,49.9,42.2,38.6,34,70.3,3.3,22.37,118.3,95.9,68.7,-0.023,8.87,106.7,97.8,-4.35
Georgetown,2010,3,0,R64,115.8,94.5,55.7,47.4,20.9,19.7,33.1,32.2,37,33.4,54.7,46,38.7,33.4,66.7,4.3,22.64,116.8,94.2,65.8,-0.035,11.55,109,97.4,3.35
Clemson,2010,7,0,R64,110.4,90.1,51.1,46.4,21.4,24.6,36.5,33.5,34.8,35.4,50.9,47.3,34.2,29.4,69.5,1.5,19.28,110.9,91.6,67.6,-0.041,8.76,106.3,97.6,-2.85
Villanova,2010,2,0,R32,116.5,95.2,52.2,47.4,18.9,21.1,37.7,32,43.9,49.1,50.3,45.5,37.3,33.6,72.3,5.5,21.24,117.2,96,71.2,0.025,10.03,108.7,98.7,-0.91
Missouri,2010,10,0,R32,111.2,90.8,50.1,45.9,17.8,27.1,34.7,38.1,33.9,38.9,47.6,45.2,36.8,31.7,70.6,1.6,19.99,111.5,91.5,68.8,-0.035,8.17,107.1,98.9,-6.1
Xavier,2010,6,1,Sweet Sixteen,115.6,94.5,52.2,45.6,18,17.8,35.2,29.9,41.9,32.9,50.1,46,37.7,29.8,69.8,2.8,20.87,115.5,94.6,68.9,0.01,8.04,106.2,98.2,7.27
Temple,2010,5,0,R64,107.2,87.7,49.1,43,16.8,18.1,32.4,27.9,27.4,26.9,48.4,43.1,33.7,28.5,61.5,5.3,20.12,107.8,87.7,60.4,0.076,6.07,106.4,100.3,5.68
Texas,2010,8,0,R64,113.1,92.6,51.1,44.9,18.3,20.4,38.9,32.1,40.7,35.2,50.9,43.6,34.5,32.2,72.7,3.9,20.75,113.9,93.1,71.5,-0.014,9.01,107.2,98.2,-1.32
Michigan St.,2010,5,1,Final Four,112.5,92.4,51.6,46.6,21,18.8,39.8,28.4,36.9,31.4,51.6,45.1,34.4,32.8,66.8,3.5,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94
Marquette,2010,6,0,R64,114.5,94.1,52.8,49.7,15.9,22,31.2,33,34.9,29.4,47.9,50,41.3,32.5,64.1,1.8,19.65,115.1,95.5,62.3,-0.064,9.05,108,98.9,-6.52
Minnesota,2010,11,0,R64,113.5,93.4,53.1,46.5,19,21.3,33.4,32.5,33.9,32.8,50,43.6,39.9,34.1,67.1,-0.3,17.97,112,94.1,65.6,-0.055,8.37,107.7,99.3,-3.72
Washington,2010,11,1,Sweet Sixteen,112,92.3,49.7,46.5,17.5,22,36.9,32.2,40.9,44.6,49.5,45.9,33.6,32.1,73.2,1.2,18.19,111.7,93.6,71.7,0.029,6.97,106.7,99.7,1.13
Utah St.,2010,12,0,R64,115.1,94.9,55.1,46.1,16.3,17.6,33.4,27,29.6,29.7,52,44.7,41.6,32.5,61.8,-0.4,19.9,116,96.1,59.8,-0.026,1.81,105,103.2,0.16
Northern Iowa,2010,9,1,Sweet Sixteen,108.3,89.4,49.6,46.6,17.9,20.4,30.7,26.8,37,28.8,47.5,44.7,35.4,33.3,60.2,3.7,18.87,109.6,90.8,58.9,0.034,4.08,105.7,101.6,-1.58
Oklahoma St.,2010,7,0,R64,113.4,93.7,52.4,48.1,18.4,19.4,29.1,27.9,36.5,37.2,52.5,45,34.9,36.1,67.6,1.8,16.72,112.2,95.4,66.2,0.011,8.47,107.2,98.7,-4.33
Georgia Tech,2010,10,0,R32,108.8,90.3,50.3,44.3,23.2,21.3,38.3,33.7,37.7,34.8,49,42.8,35.8,31.3,69.6,1.3,18.22,109.2,91,68.2,-0.034,10.94,107.4,96.4,-2.46
Florida St.,2010,9,0,R64,103.5,85.9,50.5,43.5,24.3,23.6,38.1,32.4,38.6,34.8,50.7,40.3,33.5,32.8,67.1,2.8,18.02,105,87,65.3,0.009,9.01,107.3,98.3,-2.88
Tennessee,2010,6,1,Elite Eight,108.4,90.1,50.6,45.2,18.9,23.1,33.5,32.3,35.6,40.7,51.8,45.7,32,29.7,69,3.9,18.5,108.9,90.4,67.5,0.082,8.67,107.4,98.7,-0.48
UNLV,2010,8,0,R64,110.5,92,52.2,45.8,17.2,22.7,29,30.8,30.9,47.2,53.4,43.2,33.3,33.7,67.7,1,16.56,110.6,94,66.3,-0.013,4.08,104.8,100.7,0.67
Notre Dame,2010,6,0,R64,119.2,99.4,53.7,49.3,16,15.9,34.7,30.5,38.1,27.8,51.3,47.8,38.8,34.9,64.6,0.5,17.71,119.4,101.7,62.4,-0.068,6.28,106.5,100.2,-9.08
Pittsburgh,2010,3,0,R32,110.8,92.4,49.6,44.6,19.4,16.9,37,31.1,42.8,33.8,48.9,43.6,34.3,31.4,62.4,3.6,18.66,111.4,92.8,61.3,0.041,7.87,107.7,99.8,-2.76
UTEP,2010,12,0,R64,107.2,89.5,52.8,44.6,18.7,22.3,28.9,30.2,39.6,43.2,53.4,43.4,34.3,31.3,69.3,2.1,16.53,107.7,91.2,67.9,0.024,2.62,104.1,101.5,-4.26
Dayton,2010,17,0,NoTourney,106.1,88.9,50.6,44.7,21.3,20.7,34.3,27.4,38.5,40.8,50,44,34.5,30.7,66.7,-2.1,18.92,108.1,89.1,65.5,-0.097,6.43,105.8,99.3,3.5
Gonzaga,2010,8,0,R32,111.3,93.6,54,46.8,18.6,18.2,32,28.6,49.2,34.2,54.4,44.8,35.5,33.9,69.3,2.5,16.14,112.3,96.1,67.5,0.079,3.42,105.5,102.1,4.43
Vanderbilt,2010,4,0,R64,113.1,95.2,52.6,47,19.3,19.2,32.6,35.1,48.3,34.5,51.5,45.2,36.9,33.9,69.6,3.2,17.54,113.7,96.2,68.7,0.019,8.14,107.1,99,1.5
Old Dominion,2010,11,0,R32,106.9,90.1,48.8,45.5,20.1,22.4,42.4,30.2,30.3,29.7,49.2,45.8,31.7,30,63.6,0.6,17.51,107.8,90.3,62.6,0.009,3.17,105,101.9,6.16
Arizona St.,2010,17,0,NoTourney,109.8,93.1,53.4,45.6,19.1,20.8,28.3,31,38,34.8,51.9,44.5,36.9,31.7,62.4,0.1,15.18,110,94.8,61,-0.013,4.11,104.1,100,-3.16
Saint Mary's,2010,10,1,Sweet Sixteen,114.7,97.3,55.3,46.1,17.1,16,34.3,31.1,32.7,30.2,52.2,46.3,40.6,30.2,67.6,1.9,18.59,116.5,97.9,66.2,0.038,2.72,105.4,102.7,1.18
Mississippi St.,2010,17,0,NoTourney,108.9,92.4,51.4,44,18.5,16.6,30.6,30.5,35.3,24.8,49.5,41.8,35.8,32.5,67.8,0.1,15.98,109.7,93.7,66.5,-0.049,5.51,105.5,100,-2.76
San Diego St.,2010,11,0,R64,110.4,94,51.7,46.9,20.8,20.6,40.1,31.9,41,31.6,53.5,43.1,31.8,36.1,64.2,1.3,16.58,111.4,94.9,63.1,0.006,5.4,105.3,99.9,2.24
Virginia Tech,2010,17,0,NoTourney,107.4,91.6,46.6,44.6,17.7,22.1,35.6,34,42.9,35.1,46.8,44.4,30.7,30,68.1,2.2,15.86,108.3,92.4,67.8,0.034,5.72,105.8,100.1,-8.51
Louisville,2010,9,0,R64,113.9,97.2,51.4,48.5,20,22.3,39.8,36.9,35.7,41,51.9,46.7,33.7,34.7,67.4,-0.1,16.91,114.5,97.6,66.3,-0.038,8.87,107.8,99,-1.62
New Mexico,2010,3,0,R32,113.7,97.1,50.6,49.5,16.2,19.9,35.4,27.2,44.9,35,47.8,49.1,36.9,33.3,68.4,4.9,16.18,113.6,97.4,67.4,0.096,4.09,105,100.9,1.85
Richmond,2010,7,0,R64,108,92.6,51.1,44.2,16.9,22.7,26.5,35.8,32.4,36.2,49.9,43.8,35.5,30.1,63.8,2.6,15.01,108.8,93.8,62.5,0.047,5.7,105.4,99.7,2.39
Florida,2010,10,0,R64,112.4,96.8,49.4,48.4,18.5,20.3,37,32.8,33.4,27.7,50.6,48.3,31.3,32.5,65.6,0,15.23,113,97.8,63.9,-0.061,7.75,106.6,98.8,-1.96
Mississippi,2010,17,0,NoTourney,111.9,96.5,51.6,46.4,17,19.8,34.7,33.2,33.4,38.2,50.3,44.6,36.1,33.4,69.8,0.4,15.77,112.9,97.2,68.7,-0.034,5.66,105.6,100,-2.73
